Lookup Artists::Season,Lookup Artists::Staff Team Full Name,Lookup Photographers::Season,Lookup Photographers::Staff Team Full Name,Citations::Citation Volume,Citations::Citation Pages,Citations::Comment,Citations::Full Conversion Text,Citations::Partial Conversion Text Author,Lookup Videographers::Season,Lookup Videographers::Staff Team Full Name,Category ID,Category Text,Contiguous Relationship,Contingious 1,Contingious 2,Count,Count of Features,COUNT OF Sheet Type = Feature & Season = 2014,cSheetGif,Description,Dictated By ID,Dictated Text,Drawing Artist Text,Drawing Reference Text,Drawings Artist ID,Drawings Reference Number,Entered By ID,Entered Date,Entered Text,Entrance,Feature ID,Feature ID Tot.,Feature Sheet Count,Feature Text,FilePath,gArtist,Gate,gPhotographer,gPRStaff,gVideographer,Insula,Last Modified By ID,Last Modified Date,Last Usage ID,Last Usage ID Count,Last Usage Text,Minority Report,Modified Text,Negative Feature,Photo BW Roll Frame,Photo Color Roll Frame,Photo Comments,Photo Digital Image Number,Photographer ID,Photographer Roll Frame,Photographer Text,Recorded By ID,Recorded Date,Recorded Text,Region,Room Number,Room Type ID,Room Type Text,Season,Season Count,Sheet ID,Sheet Type,Structure ID,Structure Text,Totals of Room Type,Video Analog Tape Number,Video Analog Time,Video Comments,Video Digital File Number,Videographer ID,Lookup Principle Researchers::Principle Reasearcher Full Name,Lookup Principle Researchers::Season,Lookup Recorded By::Staff Team Full Name,Lookup Recorded By::Season
2006,Mary Meier,2006,Lee Payne,,,,"Pugliese, Pompei Pitture e Mosaici, Vol. 8, 528",Pugliese,,,4,Commercial,Mill/Oven Room to north (room 4). Storage room to east (room 17).,Mill/Oven Room to north (room 4). Storage room to east (room 17).,None,4152,4152,,1600.gif,Room for preparation and storage of bread and/or flour.,,,Mary Meier,"Sketch1600,1601",373,"1600,1601",211,04/06/2007,George Reissig,27,211,1389,1389,(none),,Yes,,Yes,0,Yes,4,,06/02/2011,14,4102,Bakery,0,7/14/2006 12:50:37 PM,0,60720,60720,None,,374,BW0607/20;CS0607/20,Lee Payne,211,07/04/2006,George Reissig,8,16,42,Preparation Room,2006,4148,1600,Space,1484,Bakery and House of Felix,,0603,14:12-14:45,,,,,,George Reissig,2006
,,,,,,,"Jashemski, Vol. 2, 214",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Mayeske, 1972, 124-125",Mayeske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 375",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Pugliese, Pompei Pitture e Mosaici, Vol. 8, 528",Pugliese,,,4,Commercial,Preparation room to west (room 16).,Preparation room to west (room 16).,None,4152,4152,,1601.gif,"Long, rectangular room, with an open door on northwest corner. Two south opening, possible drains, at floor level.",,,Mary Meier,"Sketch1600,01",373,"1600,01",211,04/06/2007,George Reissig,27,211,1390,1390,(none),,Yes,,Yes,0,Yes,4,,06/02/2011,14,4102,Bakery,0,7/14/2006 12:50:37 PM,0,60721,60721,None,,374,BW0607/21;CS0607/21,Lee Payne,211,07/04/2006,George Reissig,8,17,47,Storeroom,2006,4148,1601,Space,1484,Bakery and House of Felix,,0603,14:45-15:10,,,,,,George Reissig,2006
,,,,,,,"Jashemski, Vol. 2, 214",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Mayeske, 1972, 124-125",Mayeske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 375",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Sera Baker,2006,Lee Payne,,,,"Pugliese, Pompei Pitture e Mosaici, Vol. 8, 528",Pugliese,,,4,Commercial,Garden to north (room 10). Triclinium to east (room 13). Entrance 20 to west (room 11).,Garden to north (room 10). Triclinium to east (room 13). Entrance 20 to west (room 11).,None,4152,4152,,1602.gif,"Small, square room with doorway to north to garden (room 10). No features. Eschebach identifies this as a kitchen. Next to room 11, which is to the west and has an exterior door to the street.",,,Sera Baker,"Sketch1602,1597",367,"1602,1597",196,04/06/2007,George Reissig,27,211,1391,1391,(none),,Yes,,Yes,0,Yes,4,,06/02/2011,14,4102,Bakery,0,7/14/2006 12:50:37 PM,0,60712,60712,None,,374,BW0607/12;CS0607/12,Lee Payne,196,07/04/2006,Margaret Ramos,8,12,40,Kitchen,2006,4148,1602,Space,1484,Bakery and House of Felix,,0603,12:53-13:16,,,,,,Margaret Ramos,2006
,,,,,,,"Jashemski, Vol. 2, 214",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Mayeske, 1972, 124-125",Mayeske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 375",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Pugliese, Pompei Pitture e Mosaici, Vol. 8, 528",Pugliese,,,4,Commercial,Mill to northeast (feature 1591). Mill to northeast (feature 1592). Mill to northeast (feature 1593).,None,Mill to northeast (feature 1591). Mill to northeast (feature 1592). Mill to northeast (feature 1593).,4152,4152,,1603.gif,Partial water basin in southwest corner.,,,Mary Meier,"Sketch1590,91,92,93,1603,1604.",373,"1590,91,92,93,1603,1604.",211,04/06/2007,George Reissig,27,21,1392,1392,Water Feature,,Yes,,Yes,0,Yes,4,,06/02/2011,14,4102,Bakery,0,7/12/2006 12:02:57 AM,0,60803,60803,None,,374,BW0608/3;CS0608/3,Lee,211,07/04/2006,George Reissig,8,4,9,Mill - Oven Room,2006,4148,1603,Feature,1484,Bakery and House of Felix,,0603,08:59-10:01,,,,,,George Reissig,2006
,,,,,,,"Jashemski, Vol. 2, 214",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Mayeske, 1972, 124-125",Mayeske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 375",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Pugliese, Pompei Pitture e Mosaici, Vol. 8, 528",Pugliese,,,4,Commercial,Oven to west (feature 1594). Mill to southeast (feature 1593). Mill to south (feature 1591).,None,Oven to west (feature 1594). Mill to southeast (feature 1593). Mill to south (feature 1591).,4152,4152,,1604.gif,Masonry preparation platform on northwest corner has partial tiled surface.,,,Mary Meier,"Sketch1590,91,92,93,1603,1604",373,"1590,91,92,93,1603,1604",211,04/06/2007,George Reissig,27,15,1393,1393,"Platform, Preparation",,Yes,,Yes,0,Yes,4,,06/02/2011,14,4102,Bakery,0,7/12/2006 12:02:57 AM,0,60722,60722,None,,374,BW0607/22;CS0607/22,Lee,211,07/04/2006,George Reissig,8,4,9,Mill - Oven Room,2006,4148,1604,Feature,1484,Bakery and House of Felix,,0603,08:59-10:01,,,,,,George Reissig,2006
,,,,,,,"Jashemski, Vol. 2, 214",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Mayeske, 1972, 124-125",Mayeske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 375",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Pugliese, Pompei Pitture e Mosaici, Vol. 8, 528",Pugliese,,,4,Commercial,Room 9 to west. Room 7 to south. Room 6 to east.,Room 9 to west. Room 7 to south. Room 6 to east.,None,4152,4152,,1605.gif,Small rectangular dining room with door in southwest corner. Window in west wall overlooking portico (room 9) in garden (room 10). Plaster remains in the northeast and west walls. Red paint remains in northeast and northwest corners with traces on the north wall. Circular designs remain on the north wall. Evidence on north wall may show second story. Large pile of rubble in the southeast corner.,,,Mary Meier,Sketch1605,373,1605,196,04/06/2007,George Reissig,27,211,1394,1394,(none),,Yes,,Yes,0,Yes,4,,06/02/2011,14,4102,Bakery,0,7/14/2006 12:50:37 PM,0,60711,60711,None,,374,BW0607/11;CS0607/11,Lee Payne,196,07/04/2006,Margaret Ramos,8,8,34,Dining Room,2006,4148,1605,Space,1484,Bakery and House of Felix,,0603,11:15-11:46,,,,,,Margaret Ramos,2006
,,,,,,,"Jashemski, Vol. 2, 214",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Mayeske, 1972, 124-125",Mayeske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 375",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,Room 5 is to the south.,Room 5 is to the south.,None,4152,4152,,1606.gif,"Rectangular room with door in northeast corner.  Portions of threshold remain.  Plaster remains seen on west, north and lower northeast corner.  Red paint evident.  Lararium on northwest wall with back altar.  Latrine in northeast corner with possible support niches for wooden seat.  Cooking platform supports along south wall.  Possible window in south wall above cooking platform.",,,Mary Meier,1606-1609,373,1606-1609,196,04/06/2007,Doris McCarter,12,211,1395,1395,(none),,Yes,,Yes,0,Yes,4,,06/02/2011,40,4102,Restaurant,0,7/10/2006 4:35:46 PM,0,60809,60809,None,,374,BW0608/9; C0608/9,Lee Payne,196,07/04/2006,Margaret Ramos,8,16,40,Kitchen,2006,4148,1606,Space,1470,Garden Restaurant,,063,21:21-22:14,,,,,,Margaret Ramos,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,Fiorelli,,,,4,Commercial,Masonry supports (feature 1608) to south. Latrine (feature 1609) to northeast.,None,Masonry supports (feature 1608) to south. Latrine (feature 1609) to northeast.,4152,4152,,1607.gif,"Lararium niche is located in the west wall. There is a brick altar below lararium. No traces of decoration remain, although some plaster remains.  See description in Fiorelli, Boyce and Orr.",,,Mary Meier,"1606,1607,1608,1609",373,"1606,1607,1608,1609",196,04/06/2007,George Reissig,12,189,1396,1396,Lararium,,Yes,,Yes,0,Yes,4,,08/17/2012,40,4102,Restaurant,0,7/10/2006 2:23:46 PM,0,60808,60808,None,,374,BW068/8;CS0608/8,Lee,196,07/04/2006,Margaret Ramos,8,16,40,Kitchen,2006,4148,1607,Feature,1470,None,,3,21:21-22:14,,,,,,Margaret Ramos,2006
,,,,,,,Boyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Orr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Ruddell, 1964, 110-111",Ruddell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,Lararium to northwest (feature 1607). Latrine to northeast (feature 1609).,None,Lararium to northwest (feature 1607). Latrine to northeast (feature 1609).,4152,4152,,1608.gif,There are three masonry supports for cooking platform located along the south wall. Supports for wooden platform would allow for fuel niche below.,,,Mary Meier,"1606,1607,1608,1609",373,"1606,1607,1608,1609",196,04/06/2007,George Reissig,12,46,1397,1397,Masonry Supports (Wooded Platform),,Yes,,Yes,0,Yes,4,,06/03/2011,40,4102,Restaurant,0,7/10/2006 2:23:47 PM,0,60810,60810,None,,374,BW0608/10;CS08/10,Lee,196,07/04/2006,Margaret Ramos,8,16,40,Kitchen,2006,4148,1608,Feature,1470,Garden Restaurant,,3,21:21-22:14,,,,,,Margaret Ramos,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,Lararium to west (feature 1607). Masonry supports for cooking platform to south (feature 1608).,None,Lararium to west (feature 1607). Masonry supports for cooking platform to south (feature 1608).,4152,4152,,1609.gif,Latrine located in northeast corner of kitchen (room 16). Plaster remains in lower northeast corner of latrine. Possible seat groove along east wall.,,,Mary Meier,"1606,1607,1608,1609",373,"1606,1607,1608,1609",196,04/06/2007,George Reissig,12,39,1398,1398,Latrine,,Yes,,Yes,0,Yes,4,,06/02/2011,40,4102,Restaurant,0,7/10/2006 2:23:47 PM,0,60807,60807,None,,374,BW0608/7;CS0608/7,Lee,196,07/04/2006,Margaret Ramos,8,16,40,Kitchen,2006,4148,1609,Feature,1470,Garden Restaurant,,3,21:21-22:14,,,,,,Margaret Ramos,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Sera Baker,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,Room 7 to the north.  Room 13 to the south.,Room 7 to the north.  Room 13 to the south.,None,4152,4152,,1610.gif,"Peristyle garden located south of tablinum.  In southeast corner are located two dolia from the original seven.  Of the two extant dolia, the west one is significantly larger than the east one.  The dolia on the west is heavily damaged.  On west side of garden along inside wall is a large lead pipe leading from the atrium areas.  At the center of the west wall of the garden, under a built in relieving arch, are three water valves.",,,Sera Baker,1610-1612,367,1610-1612,201,04/06/2007,Doris McCarter,12,211,1399,1399,(none),,Yes,,Yes,0,Yes,4,,06/03/2011,40,4102,Restaurant,0,7/7/2006 9:45:23 PM,0,60815,60815,None,,374,BW0608/15; C0608/15,Lee Payne,201,07/04/2006,Doris McCarter,8,15,48,Other,2006,4148,1610,Space,1470,Garden Restaurant,,063,20:48-21:21,,,,,,Doris McCarter,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Sera Baker,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,West dolia (feature 1612) is to the west.,None,West dolia (feature 1612) is to the west.,4152,4152,,1611.gif,The east dolia is smaller than the west dolia.  Complete but damaged.,,,Sera Baker,1610-1612,367,1610-1612,201,04/06/2007,Doris McCarter,12,77,1400,1400,Dolium,,Yes,,Yes,0,Yes,4,,06/03/2011,40,4102,Restaurant,0,7/7/2006 9:45:23 PM,0,60813,60813,None,,374,BW0608/13; C0608/13,Lee Payne,201,07/04/2006,Doris McCarter,8,15,48,Other,2006,4148,1611,Feature,1470,Garden Restaurant,,063,20:48-21:21,,,,,,Doris McCarter,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Sera Baker,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,East dolium (feature 1611) to the east.,None,East dolium (feature 1611) to the east.,4152,4152,,1612.gif,The west dolium is larger than the east dolium. Heavily damaged.  Missing top half.,,,Sera Baker,Sketch1612,367,1612,201,04/06/2007,Doris McCarter,12,77,1401,1401,Dolium,,Yes,,Yes,0,Yes,4,,06/03/2011,40,4102,Restaurant,0,7/7/2006 9:45:23 PM,0,60814,60814,None,,374,BW0608/14; C0608/14,Lee Payne,201,07/04/2006,Doris McCarter,8,15,48,Other,2006,4148,1612,Feature,1470,Garden Restaurant,,063,20:48-21:21,,,,,,Doris McCarter,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Sera Baker,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,Room 15 to the north.  Room 11 to the north.,Room 15 to the north.  Room 11 to the north.,None,4152,4152,,1613.gif,Large rectangular dining hall.  Support for beams for floor above high in east and northwest wall.  Plaster in south wall.  Southwest corner races of red low register and white upper register.  Poorly preserved.,,,Sera Baker,1613-1614,367,1613-1614,211,04/06/2007,Doris McCarter,12,211,1402,1402,(none),,Yes,,Yes,0,Yes,4,,06/02/2011,40,4102,Restaurant,0,7/7/2006 9:45:23 PM,0,60805,60805,None,,374,BW0608/5; C0608/5,Lee Payne,211,07/04/2006,George Reissig,8,12,33,Dining Hall,2006,4148,1613,Space,1470,Garden Restaurant,,063,19:56-20:27,,,,,,George Reissig,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Sera Baker,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,Room 15 to the north.,Room 15 to the north.,None,4152,4152,,1614.gif,Very large dining room.  Rectangular opening to the north to garden (room 15).  No decoration remains.,,,Sera Baker,1613-1614,367,1613-1614,211,04/06/2007,Doris McCarter,12,211,1403,1403,(none),,Yes,,Yes,0,Yes,4,,06/02/2011,40,4102,Restaurant,0,7/7/2006 9:45:23 PM,0,60804,60804,None,,374,BW0608/4; C0608/4,Lee Payne,211,07/04/2006,George Reissig,8,13,33,Dining Hall,2006,4148,1614,Space,1470,Garden Restaurant,,063,19:24-19:56,,,,,,George Reissig,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,Garden (room 15) to the west.  Dining room (room 9) to the south.,Garden (room 15) to the west.  Dining room (room 9) to the south.,None,4152,4152,,1615.gif,Small square dining room located on northeast side of garden.  On west wall is a doorway and there is a small window south of the door looking out onto garden.  Room was decorated in stucco and paint.  The ceiling seems to be vaulted.  Original decoration seriously damaged but traces remain.,,,Mary Meier,1615,373,1615,196,04/06/2007,Doris McCarter,12,211,1404,1404,(none),,Yes,,Yes,0,Yes,4,,06/03/2011,40,4102,Restaurant,0,7/7/2006 9:45:23 PM,0,60810,60810,None,,374,BW0608/10; C0608/10,Lee Payne,196,07/04/2006,Margaret Ramos,8,8,34,Dining Room,2006,4148,1615,Space,1470,Garden Restaurant,,063,17:51-18:14,,,,,,Margaret Ramos,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Sera Baker,2006,Lee Payne,,,,"Ruddell, 1964, 110-111",Ruddell,,,4,Commercial,None,None,None,4152,4152,,1616.gif,"Small square dining room.  Located on east side of garden.  Door to the west in center of the wall.  Extant painting on four walls.  Fourth style painting in room.  White upper register.  With red trim, above red and yellow lower panels with traces of green, white and red trim on lower panels.  Identification as a dining room based on decoration and position to garden and function of property as a whole as a restaurant.  Blocked doorway in northwest corner from an earlier phase.",,,Sera Baker,1616,367,1616,201,04/06/2007,Doris McCarter,12,211,1405,1405,(none),,Yes,,Yes,0,Yes,4,,06/02/2011,40,4102,Restaurant,0,7/7/2006 9:45:23 PM,0,60812,60812,None,,374,BW0608/12; C0608/12,Lee Payne,201,07/04/2006,Doris McCarter,8,9,34,Dining Room,2006,4148,1616,Space,1470,Garden Restaurant,,063,18:14-18:42,,,,,,Doris McCarter,2006
,,,,,,,"Jashemski, Vol. 2, 213",Jashemski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Eschebach, 1993, 372",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Jashemski, Vol. 2, 214",Jashemski,,,1,Domestic,Garden (room 5) to south,Garden (room 5) to south,None,4152,4152,,1619.gif,"Large rectangular dining room.    Doorway in southwest corner.  Marble threshold remains in portions.  Window along south wall with marble lintel overlooking garden (room 5).  Evidence of second floor survives along north wall.  Wall painting survives along north, south, east and west walls.  White background with yellow and red trim.",,,Mary Meier,1619,373,1619,196,04/06/2007,Doris McCarter,33,211,1406,1406,(none),,Yes,,Yes,0,Yes,4,,06/02/2011,4,4102,House-Shop,0,7/7/2006 9:45:23 PM,0,60817,60817,,,374,BW0608/17; C0608/17,Lee Payne,196,07/04/2006,Margaret Ramos,8,4,34,Dining Room,2006,4148,1619,Space,,None,,063,23:51-24:36,,,,,,Margaret Ramos,2006
,,,,,,,"Eschebach, 1993, 375",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Jashemski, Vol. 2, 214",Jashemski,,,1,Domestic,None,None,None,4152,4152,,1620.gif,Eschebach locates a kitchen to the west of dining room and bedroom.  No trace remains; probably located under stairs in northwest corner to peristyle (room 5).,,,Mary Meier,1620,373,1620,196,04/06/2007,Doris McCarter,33,88,1407,1407,"Platform, Cooking",,Yes,,Yes,0,Yes,4,,06/02/2011,4,4102,House-Shop,0,7/7/2006 9:45:23 PM,0,60816,60816,None,,374,BW0608/16; C0608/16,Lee Payne,196,07/04/2006,Margaret Ramos,8,2,48,Other,2006,4148,1620,Feature,,None,,063,22:39-23:20,,,,,,Margaret Ramos,2006
,,,,,,,"Eschebach, 1993, 375",Eschebach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mary Meier,2006,Lee Payne,,,,"Eschebach, 1993, 375",Eschebach,,,4,Commercial,None,None,None,4152,4152,,1621.gif,Rectangular room with stairs in southwest corner to floor above. Doorway in southeast corner with grooves to sliding door. Square pillar in center of room. No traces of counter. Doorway to house 33. No other features.,,,Mary Meier,Sketch1621,373,1621,201,04/06/2007,George Reissig,31,211,1408,1408,(None),,Yes,,Yes,0,Yes,4,,06/03/2011,18,4102,"Food & Drink Shop, Small",0,7/10/2006 2:23:57 PM,0,60818,60818,None,,374,BW0608/18;CS08/18,Lee,201,07/04/2006,Doris McCarter,8,1,19,Sales Room,2006,4148,1621,Space,1421,Small Shop,,3,25:09-26:10,,,,,,Doris McCarter,2006
2006,Sera Baker,2006,Lee Payne,,,,,,,,3,Religion,None,None,None,4152,4152,,1622.gif,"Rectangular room with northwest facing door to portico.  Threshold remains in doorway.  Door along south wall with remains of threshold, partially blocked by stairs to back of building.  Cooking platform along west wall.  Doorway facing in east corner leads to the small street or alley on east side of temple complex.  In northeast door leading to the temple, that door is arched.  On eastern wall to right of cooking platform is a door leading to the small triclinium probably used by priests.",,,Sera Baker,"Sketch1622, 24, 25",367,"1622, 24, 25",196,05/06/2007,Tyler Laughlin,28,211,1409,1409,(none),,Yes,,Yes,0,Yes,7,,06/02/2011,32,4102,Temple,0,7/11/2006 2:38:10 PM,0,60821,60821,None,,374,BW0608/21; C0608/21,Lee Payne,196,07/05/2006,Margaret Ramos,8,9,40,Kitchen,2006,4148,1622,Space,1589,Temple of Isis,,0603,31:47-32:25,,,,,,Margaret Ramos,2006
